1748536366.194744 server started (2348): version 3.5a, socket /private/tmp/tmux-501/default, protocol 8
1748536366.194774 on Darwin 24.5.0 Darwin Kernel Version 24.5.0: Tue Apr 22 19:54:33 PDT 2025; root:xnu-11417.121.6~2/RELEASE_ARM64_T8122
1748536366.194781 using libevent 2.1.12-stable select
1748536366.194788 using utf8proc 2.10.0
1748536366.194793 using ncurses 6.5 20240427
1748536366.244783 format_expand1: found #{}: !=:#{E:window-status-bell-style},default
1748536366.244785 format_replace: modifier 0 is !=
1748536366.244787 format_expand1: expanding format: #{E:window-status-bell-style}
1748536366.244789 format_expand1: found #{}: E:window-status-bell-style
1748536366.244790 format_replace: modifier 0 is E
1748536366.244793 format_replace: format 'window-status-bell-style' found: reverse
1748536366.244794 format_expand1: expanding format: reverse
1748536366.244796 format_expand1: result is: reverse
1748536366.244798 format_replace: replaced 'E:window-status-bell-style' with 'reverse'
1748536366.244800 format_expand1: result is: reverse
1748536366.244802 format_expand1: expanding format: default
1748536366.244804 format_expand1: result is: default
1748536366.244805 format_replace: compare != left is: reverse
1748536366.244807 format_replace: compare != right is: default
1748536366.244809 format_replace: replaced '!=:#{E:window-status-bell-style},default' with '1'
1748536366.244811 format_expand1: result is: 1
1748536366.244813 format_replace: compare && left is: 0
1748536366.244815 format_replace: compare && right is: 1
1748536366.244817 format_replace: replaced '&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}' with '0'
1748536366.244819 format_expand1: result is: 0
1748536366.244821 format_replace: condition '#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}' is false
1748536366.244825 format_expand1: expanding format: #{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}
1748536366.244828 format_expand1: found #{}: ?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},
1748536366.244831 format_replace: condition is: #{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}
1748536366.244834 format_expand1: expanding format: #{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}
1748536366.244836 format_expand1: found #{}: &&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}
1748536366.244838 format_replace: modifier 0 is &&
1748536366.244840 format_expand1: expanding format: #{||:#{window_activity_flag},#{window_silence_flag}}
1748536366.244842 format_expand1: found #{}: ||:#{window_activity_flag},#{window_silence_flag}
1748536366.244844 format_replace: modifier 0 is ||
1748536366.244846 format_expand1: expanding format: #{window_activity_flag}
1748536366.244848 format_expand1: found #{}: window_activity_flag
1748536366.244851 format_replace: format 'window_activity_flag' found: 0
1748536366.244853 format_replace: replaced 'window_activity_flag' with '0'
1748536366.244855 format_expand1: result is: 0
1748536366.244857 format_expand1: expanding format: #{window_silence_flag}
1748536366.244859 format_expand1: found #{}: window_silence_flag
1748536366.244861 format_replace: format 'window_silence_flag' found: 0
1748536366.244863 format_replace: replaced 'window_silence_flag' with '0'
1748536366.244865 format_expand1: result is: 0
1748536366.244867 format_replace: compare || left is: 0
1748536366.244869 format_replace: compare || right is: 0
1748536366.244871 format_replace: replaced '||:#{window_activity_flag},#{window_silence_flag}' with '0'
1748536366.244872 format_expand1: result is: 0
1748536366.244874 format_expand1: expanding format: #{!=:#{E:window-status-activity-style},default}
1748536366.244876 format_expand1: found #{}: !=:#{E:window-status-activity-style},default
1748536366.244878 format_replace: modifier 0 is !=
1748536366.244880 format_expand1: expanding format: #{E:window-status-activity-style}
1748536366.244882 format_expand1: found #{}: E:window-status-activity-style
1748536366.244884 format_replace: modifier 0 is E
1748536366.244886 format_replace: format 'window-status-activity-style' found: reverse
1748536366.244888 format_expand1: expanding format: reverse
1748536366.244890 format_expand1: result is: reverse
1748536366.244892 format_replace: replaced 'E:window-status-activity-style' with 'reverse'
1748536366.244894 format_expand1: result is: reverse
1748536366.244896 format_expand1: expanding format: default
1748536366.244897 format_expand1: result is: default
1748536366.244899 format_replace: compare != left is: reverse
1748536366.244901 format_replace: compare != right is: default
1748536366.244903 format_replace: replaced '!=:#{E:window-status-activity-style},default' with '1'
1748536366.244905 format_expand1: result is: 1
1748536366.244906 format_replace: compare && left is: 0
1748536366.244908 format_replace: compare && right is: 1
1748536366.244911 format_replace: replaced '&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}' with '0'
1748536366.244912 format_expand1: result is: 0
1748536366.244915 format_replace: condition '#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}' is false
1748536366.244918 format_replace: replaced '?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},' with ''
1748536366.244919 format_expand1: result is: 
1748536366.244922 format_replace: replaced '?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}' with ''
1748536366.244927 format_expand1: found #*1[
1748536366.244930 format_expand1: found #{}: T:window-status-current-format
1748536366.244931 format_replace: modifier 0 is T
1748536366.244934 format_replace: format 'window-status-current-format' found: #I:#W#{?window_flags,#{window_flags}, }
1748536366.244936 format_expand1: expanding format: #I:#W#{?window_flags,#{window_flags}, }
1748536366.244938 format_expand1: found #I: window_index
1748536366.244941 format_replace: format 'window_index' found: 0
1748536366.244943 format_replace: replaced 'window_index' with '0'
1748536366.244945 format_expand1: found #W: window_name
1748536366.244947 format_replace: format 'window_name' found: zsh
1748536366.244949 format_replace: replaced 'window_name' with 'zsh'
1748536366.244951 format_expand1: found #{}: ?window_flags,#{window_flags}, 
1748536366.244953 format_replace: condition is: window_flags
1748536366.244956 format_replace: condition 'window_flags' found: *
1748536366.244958 format_replace: condition 'window_flags' is true
1748536366.244960 format_expand1: expanding format: #{window_flags}
1748536366.244962 format_expand1: found #{}: window_flags
1748536366.244964 format_replace: format 'window_flags' found: *
1748536366.244966 format_replace: replaced 'window_flags' with '*'
1748536366.244968 format_expand1: result is: *
1748536366.244970 format_replace: replaced '?window_flags,#{window_flags}, ' with '*'
1748536366.244972 format_expand1: result is: 0:zsh*
1748536366.244974 format_replace: replaced 'T:window-status-current-format' with '0:zsh*'
1748536366.244976 format_expand1: found #*1[
1748536366.244978 format_expand1: found #*1[
1748536366.244980 format_expand1: found #{}: ?window_end_flag,,#{window-status-separator}
1748536366.244982 format_replace: condition is: window_end_flag
1748536366.244984 format_replace: condition 'window_end_flag' found: 1
1748536366.244986 format_replace: condition 'window_end_flag' is true
1748536366.244988 format_replace: replaced '?window_end_flag,,#{window-status-separator}' with ''
1748536366.244991 format_expand1: result is: #[range=window|0 list=focus default]#[push-default]0:zsh*#[pop-default]#[norange list=on default]
1748536366.244992 unref client 0x12580a400 (3 references)
1748536366.244999 format_replace: replaced 'W:#[range=window|#{window_index} #{E:window-status-style}#{?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},}#{?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}}]#[push-default]#{T:window-status-format}#[pop-default]#[norange default]#{?window_end_flag,,#{window-status-separator}},#[range=window|#{window_index} list=focus #{?#{!=:#{E:window-status-current-style},default},#{E:window-status-current-style},#{E:window-status-style}}#{?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},}#{?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}}]#[push-default]#{T:window-status-current-format}#[pop-default]#[norange list=on default]#{?window_end_flag,,#{window-status-separator}}' with '#[range=window|0 list=focus default]#[push-default]0:zsh*#[pop-default]#[norange list=on default]'
1748536366.245001 format_expand1: found #*1[
1748536366.245003 format_expand1: found #{}: E:status-right-style
1748536366.245005 format_replace: modifier 0 is E
1748536366.245008 format_replace: format 'status-right-style' found: default
1748536366.245010 format_expand1: expanding format: default
1748536366.245011 format_expand1: result is: default
1748536366.245016 format_replace: replaced 'E:status-right-style' with 'default'
1748536366.245018 format_expand1: found #*1[
1748536366.245020 format_expand1: found #{}: T;=/#{status-right-length}:status-right
1748536366.245022 format_expand1: expanding format: #{status-right-length}
1748536366.245024 format_expand1: found #{}: status-right-length
1748536366.245026 format_replace: format 'status-right-length' found: 40
1748536366.245028 format_replace: replaced 'status-right-length' with '40'
1748536366.245030 format_expand1: result is: 40
1748536366.245032 format_replace: modifier 0 is T
1748536366.245034 format_replace: modifier 1 is =
1748536366.245036 format_replace: modifier 1 argument 0: 40
1748536366.245039 format_replace: format 'status-right' found: #{?window_bigger,[#{window_offset_x}#,#{window_offset_y}] ,}"#{=21:pane_title}" %H:%M %d-%b-%y
1748536366.245041 format_expand1: expanding format: #{?window_bigger,[#{window_offset_x}#,#{window_offset_y}] ,}"#{=21:pane_title}" %H:%M %d-%b-%y
1748536366.245157 format_expand1: after time expanded: #{?window_bigger,[#{window_offset_x}#,#{window_offset_y}] ,}"#{=21:pane_title}" 12:32 29-May-25
1748536366.245160 format_expand1: found #{}: ?window_bigger,[#{window_offset_x}#,#{window_offset_y}] ,
1748536366.245162 format_replace: condition is: window_bigger
1748536366.245165 format_replace: condition 'window_bigger' found: 0
1748536366.245167 format_replace: condition 'window_bigger' is false
1748536366.245170 format_replace: replaced '?window_bigger,[#{window_offset_x}#,#{window_offset_y}] ,' with ''
1748536366.245172 format_expand1: found #{}: =21:pane_title
1748536366.245173 format_expand1: expanding format: 21
1748536366.245175 format_expand1: result is: 21
1748536366.245177 format_replace: modifier 0 is =
1748536366.245179 format_replace: modifier 0 argument 0: 21
1748536366.245182 format_replace: format 'pane_title' found: Mac
1748536366.245184 format_replace: applied length limit 21: Mac
1748536366.245186 format_replace: replaced '=21:pane_title' with 'Mac'
1748536366.245188 format_expand1: result is: "Mac" 12:32 29-May-25
1748536366.245190 format_replace: applied length limit 40: "Mac" 12:32 29-May-25
1748536366.245192 format_replace: replaced 'T;=/#{status-right-length}:status-right' with '"Mac" 12:32 29-May-25'
1748536366.245194 format_expand1: found #*1[
1748536366.245196 format_expand1: found #*1[
1748536366.245199 format_expand1: result is: #[align=left range=left default]#[push-default][0] #[pop-default]#[norange default]#[list=on align=left]#[list=left-marker]<#[list=right-marker]>#[list=on]#[range=window|0 list=focus default]#[push-default]0:zsh*#[pop-default]#[norange list=on default]#[nolist align=right range=right default]#[push-default]"Mac" 12:32 29-May-25#[pop-default]#[norange default]
1748536366.245201 screen_write_collect_flush: flushed 0 items (screen_write_stop)
1748536366.245203 unref client 0x12580a400 (2 references)
1748536366.245205 status_redraw exit: force=0, changed=0
1748536366.245207 screen_redraw_set_context: /dev/ttys001 @0 ox=0 oy=0 sx=210 sy=56 1/0
1748536366.245209 /dev/ttys001: \033[?25l
1748536366.245211 /dev/ttys001: current mode CURSOR,WRAP
1748536366.245213 /dev/ttys001: setting mode WRAP
1748536366.245214 /dev/ttys001: redrawing borders
1748536366.245216 screen_redraw_draw_borders: /dev/ttys001 @0
1748536366.245280 /dev/ttys001: redrawing panes
1748536366.245281 screen_redraw_draw_panes: /dev/ttys001 @0
1748536366.245283 screen_redraw_draw_pane: /dev/ttys001 @0 %0
1748536366.245285 screen_redraw_draw_pane: /dev/ttys001 %0 line 0,0 at 0,0, width 210
1748536366.245287 tty_draw_line: px=0 py=0 nx=210 atx=0 aty=0
1748536366.245289 tty_draw_line: defaults: fg=8, bg=8
1748536366.245290 tty_draw_line: 210 to end of line (0 cleared)
1748536366.245292 tty_clear_line: /dev/ttys001, 210 at 0,0
1748536366.245294 /dev/ttys001: \033[K
1748536366.245296 screen_redraw_draw_pane: /dev/ttys001 %0 line 0,1 at 0,1, width 210
1748536366.245298 tty_draw_line: px=0 py=1 nx=210 atx=0 aty=1
1748536366.245299 tty_draw_line: defaults: fg=8, bg=8
1748536366.245304 tty_draw_line: 210 to end of line (0 cleared)
1748536366.245305 tty_clear_line: /dev/ttys001, 210 at 0,1
1748536366.245307 /dev/ttys001: \r
1748536366.245309 /dev/ttys001: \n
1748536366.245310 /dev/ttys001: \033[K
1748536366.245312 screen_redraw_draw_pane: /dev/ttys001 %0 line 0,2 at 0,2, width 210
1748536366.245314 tty_draw_line: px=0 py=2 nx=210 atx=0 aty=2
1748536366.245316 tty_draw_line: defaults: fg=8, bg=8
1748536366.245317 tty_draw_line: 210 to end of line (0 cleared)
1748536366.245319 tty_clear_line: /dev/ttys001, 210 at 0,2
1748536366.245321 /dev/ttys001: \r
1748536366.245322 /dev/ttys001: \n
1748536366.245324 /dev/ttys001: \033[K
1748536366.245326 screen_redraw_draw_pane: /dev/ttys001 %0 line 0,3 at 0,3, width 210
1748536366.245328 tty_draw_line: px=0 py=3 nx=210 atx=0 aty=3
1748536366.245329 tty_draw_line: defaults: fg=8, bg=8
1748536366.245331 tty_draw_line: 210 to end of line (0 cleared)
1748536366.245333 tty_clear_line: /dev/ttys001, 210 at 0,3
1748536366.245334 /dev/ttys001: \r
1748536366.245336 /dev/ttys001: \n
1748536366.245338 /dev/ttys001: \033[K
1748536366.245340 screen_redraw_draw_pane: /dev/ttys001 %0 line 0,4 at 0,4, width 210
1748536366.245341 tty_draw_line: px=0 py=4 nx=210 atx=0 aty=4
1748536366.245343 tty_draw_line: defaults: fg=8, bg=8
1748536366.245345 tty_draw_line: 210 to end of line (0 cleared)
1748536366.245346 tty_clear_line: /dev/ttys001, 210 at 0,4
1748536366.245348 /dev/ttys001: \r
1748536366.245350 /dev/ttys001: \n
1748536366.245351 /dev/ttys001: \033[K
1748536366.245353 screen_redraw_draw_pane: /dev/ttys001 %0 line 0,5 at 0,5, width 210
1748536366.245355 tty_draw_line: px=0 py=5 nx=210 atx=0 aty=5
1748536366.245356 tty_draw_line: defaults: fg=8, bg=8
1748536366.245358 tty_draw_line: 210 to end of line (0 cleared)
1748536366.245360 tty_clear_line: /dev/ttys001, 210 at 0,5
1748536366.245361 /dev/ttys001: \r
1748536366.245363 /dev/ttys001: \n
1748536366.245365 /dev/ttys001: \033[K
1748536366.245366 screen_redraw_draw_pane: /dev/ttys001 %0 line 0,6 at 0,6, width 210
1748536366.245368 tty_draw_line: px=0 py=6 nx=210 atx=0 aty=6
1748536366.245370 tty_draw_line: defaults: fg=8, bg=8
1748536366.245371 tty_draw_line: 210 to end of line (0 cleared)
1748536366.245373 tty_clear_line: /dev/ttys001, 210 at 0,6
1748536366.245375 /dev/ttys001: \r
1748536366.245376 /dev/ttys001: \n
1748536366.245378 /dev/ttys001: \033[K
1748536366.245380 screen_redraw_draw_pane: /dev/ttys001 %0 line 0,7 at 0,7, width 210
1748536366.245382 tty_draw_line: px=0 py=7 nx=210 atx=0 aty=7
1748536366.245383 tty_draw_line: defaults: fg=8, bg=8
1748536366.245385 tty_draw_line: 210 to end of line (0 cleared)
1748536366.245387 tty_clear_line: /dev/ttys001, 210 at 0,7
1748536366.245388 /dev/ttys001: \r
1748536366.245390 /dev/ttys001: \n
1748536366.245391 /dev/ttys001: \033[K
1748536366.245393 screen_redraw_draw_pane: /dev/ttys001 %0 line 0,8 at 0,8, width 210
1748536366.245395 tty_draw_line: px=0 py=8 nx=210 atx=0 aty=8
1748536366.245397 tty_draw_line: defaults: fg=8, bg=8
1748536366.245398 tty_draw_line: 210 to end of line (0 cleared)
1748536366.245400 tty_clear_line: /dev/ttys001, 210 at 0,8
1748536366.245402 /dev/ttys001: \r
1748536366.245403 /dev/ttys001: \n
1748536366.245405 /dev/ttys001: \033[K
1748536366.245407 screen_redraw_draw_pane: /dev/ttys001 %0 line 0,9 at 0,9, width 210
1748536366.245409 tty_draw_line: px=0 py=9 nx=210 atx=0 aty=9
1748536366.245410 tty_draw_line: defaults: fg=8, bg=8
1748536366.245412 tty_draw_line: 210 to end of line (0 cleared)
1748536366.245414 tty_clear_line: /dev/ttys001, 210 at 0,9
1748536366.245415 /dev/ttys001: \r
1748536366.245417 /dev/ttys001: \n
1748536366.245418 /dev/ttys001: \033[K
1748536366.245420 screen_redraw_draw_pane: /dev/ttys001 %0 line 0,10 at 0,10, width 210
1748536366.245422 tty_draw_line: px=0 py=10 nx=210 atx=0 aty=10
1748536366.245424 tty_draw_line: defaults: fg=8, bg=8
1748536366.245425 tty_draw_line: 210 to end of line (0 cleared)
1748536366.245427 tty_clear_line: /dev/ttys001, 210 at 0,10
1748536366.245429 /dev/ttys001: \r
1748536366.245433 /dev/ttys001: \n
1748536366.245434 /dev/ttys001: \033[K
1748536366.245436 screen_redraw_draw_pane: /dev/ttys001 %0 line 0,11 at 0,11, width 210
1748536366.245438 tty_draw_line: px=0 py=11 nx=210 atx=0 aty=11
1748536366.245440 tty_draw_line: defaults: fg=8, bg=8
1748536366.245442 tty_draw_line: 210 to end of line (0 cleared)
1748536366.245443 tty_clear_line: /dev/ttys001, 210 at 0,11
1748536366.245445 /dev/ttys001: \r
1748536366.245447 /dev/ttys001: \n
1748536366.245448 /dev/ttys001: \033[K
1748536366.245450 screen_redraw_draw_pane: /dev/ttys001 %0 line 0,12 at 0,12, width 210
1748536366.245452 tty_draw_line: px=0 py=12 nx=210 atx=0 aty=12
1748536366.245454 tty_draw_line: defaults: fg=8, bg=8
1748536366.245455 tty_draw_line: 210 to end of line (0 cleared)
1748536366.245457 tty_clear_line: /dev/ttys001, 210 at 0,12
1748536366.245459 /dev/ttys001: \r
1748536366.245460 /dev/ttys001: \n
1748536366.245462 /dev/ttys001: \033[K
1748536366.245464 screen_redraw_draw_pane: /dev/ttys001 %0 line 0,13 at 0,13, width 210
1748536366.245466 tty_draw_line: px=0 py=13 nx=210 atx=0 aty=13
1748536366.245467 tty_draw_line: defaults: fg=8, bg=8
1748536366.245469 tty_draw_line: 210 to end of line (0 cleared)
1748536366.245471 tty_clear_line: /dev/ttys001, 210 at 0,13
1748536366.245472 /dev/ttys001: \r
1748536366.245474 /dev/ttys001: \n
1748536366.245475 /dev/ttys001: \033[K
1748536366.245477 screen_redraw_draw_pane: /dev/ttys001 %0 line 0,14 at 0,14, width 210
1748536366.245479 tty_draw_line: px=0 py=14 nx=210 atx=0 aty=14
1748536366.245481 tty_draw_line: defaults: fg=8, bg=8
1748536366.245482 tty_draw_line: 210 to end of line (0 cleared)
1748536366.245484 tty_clear_line: /dev/ttys001, 210 at 0,14
1748536366.245486 /dev/ttys001: \r
1748536366.245487 /dev/ttys001: \n
1748536366.245489 /dev/ttys001: \033[K
1748536366.245491 screen_redraw_draw_pane: /dev/ttys001 %0 line 0,15 at 0,15, width 210
1748536366.245493 tty_draw_line: px=0 py=15 nx=210 atx=0 aty=15
1748536366.245494 tty_draw_line: defaults: fg=8, bg=8
1748536366.245496 tty_draw_line: 210 to end of line (0 cleared)
1748536366.245498 tty_clear_line: /dev/ttys001, 210 at 0,15
1748536366.245499 /dev/ttys001: \r
1748536366.245501 /dev/ttys001: \n
1748536366.245502 /dev/ttys001: \033[K
1748536366.245504 screen_redraw_draw_pane: /dev/ttys001 %0 line 0,16 at 0,16, width 210
1748536366.245506 tty_draw_line: px=0 py=16 nx=210 atx=0 aty=16
1748536366.245508 tty_draw_line: defaults: fg=8, bg=8
1748536366.245509 tty_draw_line: 210 to end of line (0 cleared)
1748536366.245511 tty_clear_line: /dev/ttys001, 210 at 0,16
1748536366.245513 /dev/ttys001: \r
1748536366.245514 /dev/ttys001: \n
1748536366.245516 /dev/ttys001: \033[K
1748536366.245518 screen_redraw_draw_pane: /dev/ttys001 %0 line 0,17 at 0,17, width 210
1748536366.245520 tty_draw_line: px=0 py=17 nx=210 atx=0 aty=17
1748536366.245521 tty_draw_line: defaults: fg=8, bg=8
1748536366.245523 tty_draw_line: 210 to end of line (0 cleared)
1748536366.245525 tty_clear_line: /dev/ttys001, 210 at 0,17
1748536366.245526 /dev/ttys001: \r
1748536366.245528 /dev/ttys001: \n
1748536366.245529 /dev/ttys001: \033[K
1748536366.245531 screen_redraw_draw_pane: /dev/ttys001 %0 line 0,18 at 0,18, width 210
1748536366.245533 tty_draw_line: px=0 py=18 nx=210 atx=0 aty=18
1748536366.245535 tty_draw_line: defaults: fg=8, bg=8
1748536366.245536 tty_draw_line: 210 to end of line (0 cleared)
1748536366.245538 tty_clear_line: /dev/ttys001, 210 at 0,18
1748536366.245540 /dev/ttys001: \r
1748536366.245541 /dev/ttys001: \n
1748536366.245543 /dev/ttys001: \033[K
1748536366.245545 screen_redraw_draw_pane: /dev/ttys001 %0 line 0,19 at 0,19, width 210
1748536366.245546 tty_draw_line: px=0 py=19 nx=210 atx=0 aty=19
1748536366.245548 tty_draw_line: defaults: fg=8, bg=8
1748536366.245550 tty_draw_line: 210 to end of line (0 cleared)
1748536366.245551 tty_clear_line: /dev/ttys001, 210 at 0,19
1748536366.245553 /dev/ttys001: \r
1748536366.245555 /dev/ttys001: \n
1748536366.245556 /dev/ttys001: \033[K
1748536366.245558 screen_redraw_draw_pane: /dev/ttys001 %0 line 0,20 at 0,20, width 210
1748536366.245564 tty_draw_line: px=0 py=20 nx=210 atx=0 aty=20
1748536366.245566 tty_draw_line: defaults: fg=8, bg=8
1748536366.245567 tty_draw_line: 210 to end of line (0 cleared)
1748536366.245569 tty_clear_line: /dev/ttys001, 210 at 0,20
1748536366.245571 /dev/ttys001: \r
1748536366.245572 /dev/ttys001: \n
1748536366.245574 /dev/ttys001: \033[K
1748536366.245576 screen_redraw_draw_pane: /dev/ttys001 %0 line 0,21 at 0,21, width 210
1748536366.245578 tty_draw_line: px=0 py=21 nx=210 atx=0 aty=21
1748536366.245579 tty_draw_line: defaults: fg=8, bg=8
1748536366.245581 tty_draw_line: 210 to end of line (0 cleared)
1748536366.245583 tty_clear_line: /dev/ttys001, 210 at 0,21
1748536366.245584 /dev/ttys001: \r
1748536366.245586 /dev/ttys001: \n
1748536366.245587 /dev/ttys001: \033[K
1748536366.245589 screen_redraw_draw_pane: /dev/ttys001 %0 line 0,22 at 0,22, width 210
1748536366.245591 tty_draw_line: px=0 py=22 nx=210 atx=0 aty=22
1748536366.245593 tty_draw_line: defaults: fg=8, bg=8
1748536366.245594 tty_draw_line: 210 to end of line (0 cleared)
1748536366.245596 tty_clear_line: /dev/ttys001, 210 at 0,22
1748536366.245598 /dev/ttys001: \r
1748536366.245599 /dev/ttys001: \n
1748536366.245601 /dev/ttys001: \033[K
1748536366.245603 screen_redraw_draw_pane: /dev/ttys001 %0 line 0,23 at 0,23, width 210
1748536366.245605 tty_draw_line: px=0 py=23 nx=210 atx=0 aty=23
1748536366.245606 tty_draw_line: defaults: fg=8, bg=8
1748536366.245608 tty_draw_line: 210 to end of line (0 cleared)
1748536366.245610 tty_clear_line: /dev/ttys001, 210 at 0,23
1748536366.245616 /dev/ttys001: \r
1748536366.245618 /dev/ttys001: \n
1748536366.245620 /dev/ttys001: \033[K
1748536366.245622 screen_redraw_draw_pane: /dev/ttys001 %0 line 0,24 at 0,24, width 210
1748536366.245624 tty_draw_line: px=0 py=24 nx=210 atx=0 aty=24
1748536366.245626 tty_draw_line: defaults: fg=8, bg=8
1748536366.245628 tty_draw_line: 210 to end of line (0 cleared)
1748536366.245630 tty_clear_line: /dev/ttys001, 210 at 0,24
1748536366.245632 /dev/ttys001: \r
1748536366.245634 /dev/ttys001: \n
1748536366.245636 /dev/ttys001: \033[K
1748536366.245638 screen_redraw_draw_pane: /dev/ttys001 %0 line 0,25 at 0,25, width 210
1748536366.245640 tty_draw_line: px=0 py=25 nx=210 atx=0 aty=25
1748536366.245642 tty_draw_line: defaults: fg=8, bg=8
1748536366.245644 tty_draw_line: 210 to end of line (0 cleared)
1748536366.245646 tty_clear_line: /dev/ttys001, 210 at 0,25
1748536366.245648 /dev/ttys001: \r
1748536366.245650 /dev/ttys001: \n
1748536366.245652 /dev/ttys001: \033[K
1748536366.245654 screen_redraw_draw_pane: /dev/ttys001 %0 line 0,26 at 0,26, width 210
1748536366.245655 tty_draw_line: px=0 py=26 nx=210 atx=0 aty=26
1748536366.245657 tty_draw_line: defaults: fg=8, bg=8
1748536366.245659 tty_draw_line: 210 to end of line (0 cleared)
1748536366.245661 tty_clear_line: /dev/ttys001, 210 at 0,26
1748536366.245662 /dev/ttys001: \r
1748536366.245664 /dev/ttys001: \n
1748536366.245666 /dev/ttys001: \033[K
1748536366.245668 screen_redraw_draw_pane: /dev/ttys001 %0 line 0,27 at 0,27, width 210
1748536366.245670 tty_draw_line: px=0 py=27 nx=210 atx=0 aty=27
1748536366.245671 tty_draw_line: defaults: fg=8, bg=8
1748536366.245673 tty_draw_line: 210 to end of line (0 cleared)
1748536366.245675 tty_clear_line: /dev/ttys001, 210 at 0,27
1748536366.245676 /dev/ttys001: \r
1748536366.245678 /dev/ttys001: \n
1748536366.245679 /dev/ttys001: \033[K
1748536366.245681 screen_redraw_draw_pane: /dev/ttys001 %0 line 0,28 at 0,28, width 210
1748536366.245683 tty_draw_line: px=0 py=28 nx=210 atx=0 aty=28
1748536366.245685 tty_draw_line: defaults: fg=8, bg=8
1748536366.245686 tty_draw_line: 210 to end of line (0 cleared)
1748536366.245688 tty_clear_line: /dev/ttys001, 210 at 0,28
1748536366.245690 /dev/ttys001: \r
1748536366.245691 /dev/ttys001: \n
1748536366.245693 /dev/ttys001: \033[K
1748536366.245695 screen_redraw_draw_pane: /dev/ttys001 %0 line 0,29 at 0,29, width 210
1748536366.245696 tty_draw_line: px=0 py=29 nx=210 atx=0 aty=29
1748536366.245698 tty_draw_line: defaults: fg=8, bg=8
1748536366.245702 tty_draw_line: 210 to end of line (0 cleared)
1748536366.245704 tty_clear_line: /dev/ttys001, 210 at 0,29
1748536366.245705 /dev/ttys001: \r
1748536366.245707 /dev/ttys001: \n
1748536366.245708 /dev/ttys001: \033[K
1748536366.245710 screen_redraw_draw_pane: /dev/ttys001 %0 line 0,30 at 0,30, width 210
1748536366.245712 tty_draw_line: px=0 py=30 nx=210 atx=0 aty=30
1748536366.245714 tty_draw_line: defaults: fg=8, bg=8
1748536366.245715 tty_draw_line: 210 to end of line (0 cleared)
1748536366.245717 tty_clear_line: /dev/ttys001, 210 at 0,30
1748536366.245719 /dev/ttys001: \r
1748536366.245720 /dev/ttys001: \n
1748536366.245722 /dev/ttys001: \033[K
1748536366.245724 screen_redraw_draw_pane: /dev/ttys001 %0 line 0,31 at 0,31, width 210
1748536366.245726 tty_draw_line: px=0 py=31 nx=210 atx=0 aty=31
1748536366.245727 tty_draw_line: defaults: fg=8, bg=8
1748536366.245729 tty_draw_line: 210 to end of line (0 cleared)
1748536366.245731 tty_clear_line: /dev/ttys001, 210 at 0,31
1748536366.245732 /dev/ttys001: \r
1748536366.245734 /dev/ttys001: \n
1748536366.245736 /dev/ttys001: \033[K
1748536366.245738 screen_redraw_draw_pane: /dev/ttys001 %0 line 0,32 at 0,32, width 210
1748536366.245740 tty_draw_line: px=0 py=32 nx=210 atx=0 aty=32
1748536366.245742 tty_draw_line: defaults: fg=8, bg=8
1748536366.245744 tty_draw_line: 210 to end of line (0 cleared)
1748536366.245746 tty_clear_line: /dev/ttys001, 210 at 0,32
1748536366.245747 /dev/ttys001: \r
1748536366.245749 /dev/ttys001: \n
1748536366.245751 /dev/ttys001: \033[K
1748536366.245752 screen_redraw_draw_pane: /dev/ttys001 %0 line 0,33 at 0,33, width 210
